Filename,Location,datetime,AQI,PM2.5,PM10,O3,CO,SO2,NO2,AQI_Class,dataset_id
TN_MOD_2023-02-09-08.30-2-3.jpg,Tamil Nadu,2023-02-09 08:30:00,78.0,39.0,69.0,11.0,3.0,22.0,6.0,b_Moderate,1
BENGR_Mod_2023-02-23-08.30-1-591.jpg,Bengaluru,2023-02-23 08:30:00,97.0,43.0,78.0,26.0,258.0,10.0,17.0,b_Moderate,1
HAR_VUN_2022-10-02-10.00-1-3441.jpg,"New Ind Town, Faridabad",2022-10-02 10:00:00,230.0,185.0,199.0,10.0,52.0,12.0,26.0,e_Very_Unhealthy,1
1712274712444.jpg,,,,,,,,,,a_Good,3
DEL_SEV_2023-02-16-18.00-2-123.jpg,"ITO, Delhi",2023-02-16 18:00:00,330.0,418.0,357.0,12.0,106.0,7.0,119.0,f_Severe,1
TN_UHFSG_2023-02-10-08.30-1.jpg,Tamil Nadu,2023-02-10 08:30:00,105.0,55.0,86.0,21.0,8.0,14.0,3.0,c_Unhealthy_for_Sensitive_Groups,1
HAR_VUN_2022-10-02-10.00-1-281.jpg,"New Ind Town, Faridabad",2022-10-02 10:00:00,230.0,185.0,199.0,10.0,52.0,12.0,26.0,e_Very_Unhealthy,1
1712274156594.jpg,,,,,,,,,,b_Moderate,3
TN_Good_2023-02-20-16.30-1-226.jpg,Tamil Nadu,2023-02-20 16:30:00,43.0,22.0,40.0,33.0,226.0,33.0,6.0,a_Good,1
BENGR_Good_2023-02-28-08.30-1-361.jpg,Bengaluru,2023-02-28 08:30:00,37.0,19.0,37.0,18.0,272.0,11.0,21.0,a_Good,1
DEL_SEV_2023-02-20-14.00-1-176.jpg,"ITO, Delhi",2023-02-20 14:00:00,363.0,257.0,139.0,41.0,65.0,35.0,83.0,f_Severe,1
BIR_UNFSG_VF_2023-02-03-16.00-2-63.jpg,"Biratnagar, Nepal",2023-02-03 16:00:00,141.0,50.29,72.18,59.66,0.45,2.6,4.19,c_Unhealthy_for_Sensitive_Groups,1
DEL_SEV_2023-02-20-14.00-1-371.jpg,"ITO, Delhi",2023-02-20 14:00:00,363.0,257.0,139.0,41.0,65.0,35.0,83.0,f_Severe,1
29.JPG,BAF Shaheen College Dhaka,2020-05-10 12:00:00,,97.0,,,,,,b_Moderate,2
1712274158002.jpg,,,,,,,,,,b_Moderate,3
DEL_VUnH_2023-02-16-14.30-1-27.jpg,"ITO, Delhi",2023-02-16 14:30:00,245.0,337.0,272.0,85.0,60.0,28.0,108.0,e_Very_Unhealthy,1
UP_SEV_2023-02-20-08.30-1-21.jpg,"Knowledge park, Greater Noida",2023-02-20 08:30:00,331.0,356.0,248.0,2.0,109.0,11.0,83.0,f_Severe,1
BIR_UNH_VF_2023-02-02- 1700-2-50.jpg,"Biratnagar, Nepal",2023-02-02 17:00:00,156.0,67.06,95.93,52.38,0.52,3.35,6.49,d_Unhealthy,1
BRI_UFSG_2023-02-03- 16.00-12.jpg,"Biratnagar, Nepal",2023-02-03 16:00:00,141.0,50.29,72.18,59.66,0.45,2.6,4.19,c_Unhealthy_for_Sensitive_Groups,1
MH_UnFSG_2023-02-17-13.00-2-74.jpg,Mumbai,2023-02-17 13:00:00,140.0,56.0,113.0,61.0,,,,c_Unhealthy_for_Sensitive_Groups,1
1343.jpg,Banani,2022-07-13 15:00:00,,76.0,,,,,,b_Moderate,2
MH_UN_2023-03-02-08.00-1-296.jpg,Mumbai,2023-03-02 08:00:00,156.0,305.0,193.0,8.0,100.0,,119.0,d_Unhealthy,1
BENGR_Mod_2023-03-09-08.30-1-81.jpg,Bengaluru,2023-03-09 08:30:00,51.0,26.0,45.0,16.0,248.0,11.0,14.0,b_Moderate,1
BENGR_Mod_2023-03-06-08.30-1-66.jpg,Bengaluru,2023-03-06 08:30:00,68.0,36.0,59.0,22.0,171.0,5.0,14.0,b_Moderate,1
UP_SEV_2023-02-18-11.00-1-62.jpg,"Knowledge park, Greater Noida",2023-02-18 11:00:00,320.0,409.0,352.0,2.0,94.0,22.0,105.0,f_Severe,1
BENGR_Mod_2023-03-09-08.30-1-451.jpg,Bengaluru,2023-03-09 08:30:00,51.0,26.0,45.0,16.0,248.0,11.0,14.0,b_Moderate,1
11.JPG,Shaheenbagh,2020-09-23 15:00:00,,60.0,,,,,,b_Moderate,2
BENGR_Mod_2023-02-23-08.30-1-376.jpg,Bengaluru,2023-02-23 08:30:00,97.0,43.0,78.0,26.0,258.0,10.0,17.0,b_Moderate,1
DEL_SEV_2023-02-20-14.00-1-81.jpg,"ITO, Delhi",2023-02-20 14:00:00,363.0,257.0,139.0,41.0,65.0,35.0,83.0,f_Severe,1
BENGR_UHFSG_2023-02-09-08.30-1-25.jpg,Bengaluru,2023-02-09 08:30:00,103.0,44.0,80.0,28.0,286.0,14.0,29.0,c_Unhealthy_for_Sensitive_Groups,1
BENGR_Good_2023-02-19-08.30-1-41.jpg,Bengaluru,2023-02-19 08:30:00,41.0,20.0,36.0,9.0,165.0,3.0,8.0,a_Good,1
DEL_SEV_2023-02-16-18.00-2-49.jpg,"ITO, Delhi",2023-02-16 18:00:00,330.0,418.0,357.0,12.0,106.0,7.0,119.0,f_Severe,1
BENGR_Good_2023-02-26-08.30-1-141.jpg,Bengaluru,2023-02-26 08:30:00,48.0,24.0,47.0,17.0,210.0,13.0,14.0,a_Good,1
TN_Good_2023-02-27-16.30-1-16.jpg,Tamil Nadu,2023-02-27 16:30:00,43.0,22.0,40.0,36.0,268.0,16.0,7.0,a_Good,1
TN_Good_2023-02-21-08.30-2-96.jpg,Tamil Nadu,2023-02-21 08:30:00,29.0,29.0,21.0,5.0,301.0,30.0,7.0,a_Good,1
Dimapur_UHFSG_2023-02-02- 09.00-2-45.jpg,"Dimapur, Nagaland",2023-02-02 09:00:00,103.0,53.0,84.0,13.0,2.0,3.0,5.0,c_Unhealthy_for_Sensitive_Groups,1
BENGR_Good_2023-03-25-08.30-1-41.jpg,Bengaluru,2023-03-25 08:30:00,32.0,13.0,32.0,31.0,219.0,10.0,20.0,a_Good,1
BENGR_Good_2023-02-26-08.30-1-236.jpg,Bengaluru,2023-02-26 08:30:00,48.0,24.0,47.0,17.0,210.0,13.0,14.0,a_Good,1
HAR_VUN_2022-10-02-10.00-1-3073.jpg,"New Ind Town, Faridabad",2022-10-02 10:00:00,230.0,185.0,199.0,10.0,52.0,12.0,26.0,e_Very_Unhealthy,1
DEL_VUnH_2023-02-16-17.00-2-116.jpg,"ITO, Delhi",2023-02-16 17:00:00,293.0,370.0,407.0,77.0,112.0,9.0,109.0,e_Very_Unhealthy,1
BENGR_Good_2023-03-25-08.30-1-80.jpg,Bengaluru,2023-03-25 08:30:00,32.0,13.0,32.0,31.0,219.0,10.0,20.0,a_Good,1
BENGR_Mod_2023-03-04-08.30-1-131.jpg,Bengaluru,2023-03-04 08:30:00,71.0,34.0,63.0,24.0,172.0,2.0,16.0,b_Moderate,1
BENGR_Mod_2023-03-09-08.30-1-321.jpg,Bengaluru,2023-03-09 08:30:00,51.0,26.0,45.0,16.0,248.0,11.0,14.0,b_Moderate,1
TN_UHFSG_2023-02-10-08.30-1-41.jpg,Tamil Nadu,2023-02-10 08:30:00,105.0,55.0,86.0,21.0,8.0,14.0,3.0,c_Unhealthy_for_Sensitive_Groups,1
TN_Good_2023-02-21-08.30-1-106.jpg,Tamil Nadu,2023-02-21 08:30:00,29.0,29.0,21.0,5.0,301.0,30.0,7.0,a_Good,1
Dimapur_UHFSG_2023-02-02- 09.00-1-42.jpg,"Dimapur, Nagaland",2023-02-02 09:00:00,103.0,53.0,84.0,13.0,2.0,3.0,5.0,c_Unhealthy_for_Sensitive_Groups,1
356.jpg,Gulshan - 1,2020-11-13 17:00:00,,112.0,,,,,,c_Unhealthy_for_Sensitive_Groups,2
HAR_VUN_2022-10-02-10.00-1-4841.jpg,"New Ind Town, Faridabad",2022-10-02 10:00:00,230.0,185.0,199.0,10.0,52.0,12.0,26.0,e_Very_Unhealthy,1
DEL_SEV_2023-02-16-18.00-1-18.jpg,"ITO, Delhi",2023-02-16 18:00:00,330.0,418.0,357.0,12.0,106.0,7.0,119.0,f_Severe,1
BIR_UNH_VF_2023-02-02- 1700-2-21.jpg,"Biratnagar, Nepal",2023-02-02 17:00:00,156.0,67.06,95.93,52.38,0.52,3.35,6.49,d_Unhealthy,1
UP_SEV_2023-02-18-11.00-1-39.jpg,"Knowledge park, Greater Noida",2023-02-18 11:00:00,320.0,409.0,352.0,2.0,94.0,22.0,105.0,f_Severe,1
DEL_SEV_2023-02-20-14.00-3-96.jpg,"ITO, Delhi",2023-02-20 14:00:00,363.0,257.0,139.0,41.0,65.0,35.0,83.0,f_Severe,1
DEL_VUnH_2023-02-16-17.00-2-26.jpg,"ITO, Delhi",2023-02-16 17:00:00,293.0,370.0,407.0,77.0,112.0,9.0,109.0,e_Very_Unhealthy,1
MH_UN_2023-03-13-10.00-1-113.jpg,Mumbai,2023-03-13 10:00:00,197.0,114.0,108.0,,,,64.0,d_Unhealthy,1
DEL_SEV_2023-02-20-14.00-1-591.jpg,"ITO, Delhi",2023-02-20 14:00:00,363.0,257.0,139.0,41.0,65.0,35.0,83.0,f_Severe,1
Dimapur_MOD_2023-02-10-08.30-2-13.jpg,"Dimapur, Nagaland",2023-02-10 08:30:00,63.0,31.0,52.0,10.0,6.0,4.0,2.0,b_Moderate,1
BIR_UNFSG_VF_2023-02-03-16.00-1-60.jpg,"Biratnagar, Nepal",2023-02-03 16:00:00,141.0,50.29,72.18,59.66,0.45,2.6,4.19,c_Unhealthy_for_Sensitive_Groups,1
1734.jpg,Banani,2022-09-18 14:00:00,,159.0,,,,,,d_Unhealthy,2
MH_UN_2023-03-13-10.00-1-134.jpg,Mumbai,2023-03-13 10:00:00,197.0,114.0,108.0,,,,64.0,d_Unhealthy,1
DEL_SEV_2023-02-20-14.00-3-306.jpg,"ITO, Delhi",2023-02-20 14:00:00,363.0,257.0,139.0,41.0,65.0,35.0,83.0,f_Severe,1
DEL_VUnH_2023-02-16-14.30-1-131.jpg,"ITO, Delhi",2023-02-16 14:30:00,245.0,337.0,272.0,85.0,60.0,28.0,108.0,e_Very_Unhealthy,1
BENGR_Mod_2023-03-06-08.30-1-286.jpg,Bengaluru,2023-03-06 08:30:00,68.0,36.0,59.0,22.0,171.0,5.0,14.0,b_Moderate,1
BENGR_Good_2023-02-26-08.30-1-266.jpg,Bengaluru,2023-02-26 08:30:00,48.0,24.0,47.0,17.0,210.0,13.0,14.0,a_Good,1
Dimapur_MOD_2023-02-10-08.30-2-21.jpg,"Dimapur, Nagaland",2023-02-10 08:30:00,63.0,31.0,52.0,10.0,6.0,4.0,2.0,b_Moderate,1
BENGR_Mod_2023-03-06-08.30-1-236.jpg,Bengaluru,2023-03-06 08:30:00,68.0,36.0,59.0,22.0,171.0,5.0,14.0,b_Moderate,1
DEL_VUnH_2023-02-16-17.00-2-125.jpg,"ITO, Delhi",2023-02-16 17:00:00,293.0,370.0,407.0,77.0,112.0,9.0,109.0,e_Very_Unhealthy,1
DEL_VUnH_2023-02-16-14.30-1-15.jpg,"ITO, Delhi",2023-02-16 14:30:00,245.0,337.0,272.0,85.0,60.0,28.0,108.0,e_Very_Unhealthy,1
HAR_VUN_2022-10-02-10.00-1-3465.jpg,"New Ind Town, Faridabad",2022-10-02 10:00:00,230.0,185.0,199.0,10.0,52.0,12.0,26.0,e_Very_Unhealthy,1
373.jpg,"Masjid-e-Gausul Azam, Mohakhali",2020-11-17 17:00:00,,157.0,,,,,,d_Unhealthy,2
UP_SEV_2023-02-19-14.30-1-47.jpg,"Knowledge park, Greater Noida",2023-02-19 14:30:00,357.0,303.0,183.0,2.0,6.0,23.0,15.0,f_Severe,1
BENGR_Good_2023-02-26-08.30-1-106.jpg,Bengaluru,2023-02-26 08:30:00,48.0,24.0,47.0,17.0,210.0,13.0,14.0,a_Good,1
BENGR_Mod_2023-03-06-08.30-1-146.jpg,Bengaluru,2023-03-06 08:30:00,68.0,36.0,59.0,22.0,171.0,5.0,14.0,b_Moderate,1
HAR_VUN_2022-10-02-10.00-1-2657.jpg,"New Ind Town, Faridabad",2022-10-02 10:00:00,230.0,185.0,199.0,10.0,52.0,12.0,26.0,e_Very_Unhealthy,1
BIR_UNFSG_VF_2023-02-03-16.00-2-9.jpg,"Biratnagar, Nepal",2023-02-03 16:00:00,141.0,50.29,72.18,59.66,0.45,2.6,4.19,c_Unhealthy_for_Sensitive_Groups,1
MH_Good_2023-03-22-18.00-1-259.jpg,Mumbai,2023-03-22 18:00:00,47.0,21.0,43.0,37.0,4.0,8.0,7.0,a_Good,1
MH_Good_2023-03-22-11.00-1-92.jpg,Mumbai,2023-03-22 11:00:00,49.0,32.0,59.0,46.0,9.0,7.0,17.0,a_Good,1
DEL_SEV_2023-02-16-18.00-1-3.jpg,"ITO, Delhi",2023-02-16 18:00:00,330.0,418.0,357.0,12.0,106.0,7.0,119.0,f_Severe,1
HAR_VUN_2022-10-02-10.00-1-4673.jpg,"New Ind Town, Faridabad",2022-10-02 10:00:00,230.0,185.0,199.0,10.0,52.0,12.0,26.0,e_Very_Unhealthy,1
BIR_UNFSG_VF_2023-02-03-16.00-2-12.jpg,"Biratnagar, Nepal",2023-02-03 16:00:00,141.0,50.29,72.18,59.66,0.45,2.6,4.19,c_Unhealthy_for_Sensitive_Groups,1
TN_Good_2023-02-21-08.30-1-71.jpg,Tamil Nadu,2023-02-21 08:30:00,29.0,29.0,21.0,5.0,301.0,30.0,7.0,a_Good,1
BIR_UNH_VF_2023-02-02- 1700-2-60.jpg,"Biratnagar, Nepal",2023-02-02 17:00:00,156.0,67.06,95.93,52.38,0.52,3.35,6.49,d_Unhealthy,1
BIR_UNH_VF_2023-02-02- 1700-2-50.jpg,"Biratnagar, Nepal",2023-02-02 17:00:00,156.0,67.06,95.93,52.38,0.52,3.35,6.49,d_Unhealthy,1
160.jpg,Romna,2020-07-10 15:00:00,,81.0,,,,,,b_Moderate,2
MH_UH_2023-02-18-11.00-1-60.jpg,Mumbai,2023-02-18 11:00:00,151.0,277.0,166.0,41.0,24.0,,,d_Unhealthy,1
DEL_SEV_2023-02-16-18.00-2-124.jpg,"ITO, Delhi",2023-02-16 18:00:00,330.0,418.0,357.0,12.0,106.0,7.0,119.0,f_Severe,1
BIR_UNFSG_VF_2023-02-03-16.00-1-39.jpg,"Biratnagar, Nepal",2023-02-03 16:00:00,141.0,50.29,72.18,59.66,0.45,2.6,4.19,c_Unhealthy_for_Sensitive_Groups,1
BENGR_Good_2023-03-25-08.30-1-20.jpg,Bengaluru,2023-03-25 08:30:00,32.0,13.0,32.0,31.0,219.0,10.0,20.0,a_Good,1
TN_Good_2023-02-20-16.30-1-106.jpg,Tamil Nadu,2023-02-20 16:30:00,43.0,22.0,40.0,33.0,226.0,33.0,6.0,a_Good,1
MH_UH_2023-02-02- 09.30-1-89.jpg,Mumbai,2023-02-02 09:30:00,182.0,115.8,188.5,25.3,,,9.5,d_Unhealthy,1
HAR_VUN_2022-10-02-10.00-1-1585.jpg,"New Ind Town, Faridabad",2022-10-02 10:00:00,230.0,185.0,199.0,10.0,52.0,12.0,26.0,e_Very_Unhealthy,1
BENGR_Mod_2023-03-01-08.30-1-121.jpg,Bengaluru,2023-03-01 08:30:00,70.0,35.0,61.0,22.0,244.0,4.0,16.0,b_Moderate,1
BENGR_Mod_2023-03-09-08.30-1-241.jpg,Bengaluru,2023-03-09 08:30:00,51.0,26.0,45.0,16.0,248.0,11.0,14.0,b_Moderate,1
BENGR_Mod_2023-03-09-08.30-1-66.jpg,Bengaluru,2023-03-09 08:30:00,51.0,26.0,45.0,16.0,248.0,11.0,14.0,b_Moderate,1
1712274705047.jpg,,,,,,,,,,a_Good,3
BENGR_Mod_2023-03-01-08.30-1-116.jpg,Bengaluru,2023-03-01 08:30:00,70.0,35.0,61.0,22.0,244.0,4.0,16.0,b_Moderate,1
BENGR_Good_2023-02-27-08.30-1-341.jpg,Bengaluru,2023-02-27 08:30:00,47.0,24.0,46.0,19.0,216.0,8.0,14.0,a_Good,1
MH_UN_2023-03-15-15.00-1-421.jpg,Mumbai,2023-03-15 15:00:00,162.0,193.0,466.0,225.0,39.0,8.0,61.0,d_Unhealthy,1
BIR_UNH_VF_2023-02-02- 1700-3-15.jpg,"Biratnagar, Nepal",2023-02-02 17:00:00,156.0,67.06,95.93,52.38,0.52,3.35,6.49,d_Unhealthy,1
UP_UHFSG_2023-02-24-08.30-1-417.jpg,"Knowledge park, Greater Noida",2023-02-24 08:30:00,141.0,268.0,180.0,2.0,114.0,10.0,56.0,c_Unhealthy_for_Sensitive_Groups,1
TN_MOD_2023-02-09-08.30-1-24.jpg,Tamil Nadu,2023-02-09 08:30:00,78.0,39.0,69.0,11.0,3.0,22.0,6.0,b_Moderate,1
DEL_VUnH_2023-02-16-14.30-1-75.jpg,"ITO, Delhi",2023-02-16 14:30:00,245.0,337.0,272.0,85.0,60.0,28.0,108.0,e_Very_Unhealthy,1
TN_Good_2023-02-21-08.30-3-191.jpg,Tamil Nadu,2023-02-21 08:30:00,29.0,29.0,21.0,5.0,301.0,30.0,7.0,a_Good,1
UP_UHFSG_2023-03-06-11.30-1-145.jpg,"Knowledge park, Greater Noida",2023-03-06 11:30:00,104.0,100.0,185.0,8.0,28.0,30.0,44.0,c_Unhealthy_for_Sensitive_Groups,1
BIR_UNH_VF_2023-02-02- 15.00-4-10.jpg,"Biratnagar, Nepal",2023-02-02 15:00:00,156.0,63.33,90.8,63.2,0.46,4.05,2.98,d_Unhealthy,1
BENGR_Mod_2023-03-06-08.30-1-396.jpg,Bengaluru,2023-03-06 08:30:00,68.0,36.0,59.0,22.0,171.0,5.0,14.0,b_Moderate,1
HAR_VUN_2022-10-02-10.00-1-4441.jpg,"New Ind Town, Faridabad",2022-10-02 10:00:00,230.0,185.0,199.0,10.0,52.0,12.0,26.0,e_Very_Unhealthy,1
TN_Good_2023-02-27-16.30-1-241.jpg,Tamil Nadu,2023-02-27 16:30:00,43.0,22.0,40.0,36.0,268.0,16.0,7.0,a_Good,1
TN_UHFSG_2023-02-10-08.30-1-40.jpg,Tamil Nadu,2023-02-10 08:30:00,105.0,55.0,86.0,21.0,8.0,14.0,3.0,c_Unhealthy_for_Sensitive_Groups,1
768.jpg,Baridhara J-Block,2020-12-30 17:00:00,,178.0,,,,,,d_Unhealthy,2
TN_Good_2023-02-20-16.30-1-201.jpg,Tamil Nadu,2023-02-20 16:30:00,43.0,22.0,40.0,33.0,226.0,33.0,6.0,a_Good,1
UP_SEV_2023-02-18-11.00-1-80.jpg,"Knowledge park, Greater Noida",2023-02-18 11:00:00,320.0,409.0,352.0,2.0,94.0,22.0,105.0,f_Severe,1
MH_UnFSG_2023-03-10-16.00-1-121.jpg,Mumbai,2023-03-10 16:00:00,141.0,72.0,108.0,,,,63.0,c_Unhealthy_for_Sensitive_Groups,1
MH_VUN_2023-02-25-10.00-1-56.jpg,Mumbai,2023-02-25 10:00:00,206.0,343.0,358.0,46.0,55.0,,144.0,e_Very_Unhealthy,1
TN_UN_2023-03-06-09.00-1-101.jpg,Tamil Nadu,2023-03-06 09:00:00,161.0,111.0,169.0,19.0,398.0,24.0,18.0,d_Unhealthy,1
MH_UN_2023-03-02-08.00-1-66.jpg,Mumbai,2023-03-02 08:00:00,156.0,305.0,193.0,8.0,100.0,,119.0,d_Unhealthy,1
Dimapur_UHFSG_2023-02-02- 09.00-3-70.jpg,"Dimapur, Nagaland",2023-02-02 09:00:00,103.0,53.0,84.0,13.0,2.0,3.0,5.0,c_Unhealthy_for_Sensitive_Groups,1
BENGR_Mod_2023-03-09-08.30-1-496.jpg,Bengaluru,2023-03-09 08:30:00,51.0,26.0,45.0,16.0,248.0,11.0,14.0,b_Moderate,1
BENGR_Mod_2023-02-23-08.30-1-591.jpg,Bengaluru,2023-02-23 08:30:00,97.0,43.0,78.0,26.0,258.0,10.0,17.0,b_Moderate,1
TN_Good_2023-02-20-16.30-1-226.jpg,Tamil Nadu,2023-02-20 16:30:00,43.0,22.0,40.0,33.0,226.0,33.0,6.0,a_Good,1
BENGR_UHFSG_2023-02-03-08.30-1-52.jpg,Bengaluru,2023-02-03 08:30:00,136.0,76.0,137.0,55.0,228.0,3.0,23.0,c_Unhealthy_for_Sensitive_Groups,1
BENGR_Mod_2023-03-09-08.30-1-86.jpg,Bengaluru,2023-03-09 08:30:00,51.0,26.0,45.0,16.0,248.0,11.0,14.0,b_Moderate,1
MH_Good_2023-03-23-17.00-7.jpg,Mumbai,2023-03-23 17:00:00,47.0,14.0,41.0,35.0,6.0,5.0,7.0,a_Good,1
UP_UHFSG_2023-03-06-11.30-1-593.jpg,"Knowledge park, Greater Noida",2023-03-06 11:30:00,104.0,100.0,185.0,8.0,28.0,30.0,44.0,c_Unhealthy_for_Sensitive_Groups,1
BENGR_Mod_2023-03-13-08.30-1-239.jpg,Bengaluru,2023-03-13 08:30:00,53.0,27.0,49.0,22.0,304.0,7.0,16.0,b_Moderate,1
MH_UH_2023-02-02- 09.30-1-16.jpg,Mumbai,2023-02-02 09:30:00,182.0,115.8,188.5,25.3,,,9.5,d_Unhealthy,1
MH_UnFSG_2023-03-10-16.00-1-96.jpg,Mumbai,2023-03-10 16:00:00,141.0,72.0,108.0,,,,63.0,c_Unhealthy_for_Sensitive_Groups,1
Copy of IMG_2822.JPG,,,,,,,,,,c_Unhealthy_for_Sensitive_Groups,3
Dimapur_MOD_2023-02-10-08.30-2-48.jpg,"Dimapur, Nagaland",2023-02-10 08:30:00,63.0,31.0,52.0,10.0,6.0,4.0,2.0,b_Moderate,1
DEL_UnH_2023-02-15-11.30-2-18.jpg,"ITO, Delhi",2023-02-15 11:30:00,179.0,287.0,180.0,42.0,52.0,20.0,66.0,d_Unhealthy,1
BENGR_Good_2023-02-27-08.30-1-46.jpg,Bengaluru,2023-02-27 08:30:00,47.0,24.0,46.0,19.0,216.0,8.0,14.0,a_Good,1
TN_Good_2023-02-21-08.30-2-156.jpg,Tamil Nadu,2023-02-21 08:30:00,29.0,29.0,21.0,5.0,301.0,30.0,7.0,a_Good,1
BENGR_Mod_2023-03-09-08.30-1-166.jpg,Bengaluru,2023-03-09 08:30:00,51.0,26.0,45.0,16.0,248.0,11.0,14.0,b_Moderate,1
TN_UN_2023-03-06-09.00-2-111.jpg,Tamil Nadu,2023-03-06 09:00:00,161.0,111.0,169.0,19.0,398.0,24.0,18.0,d_Unhealthy,1
BENGR_Good_2023-02-28-08.30-1-591.jpg,Bengaluru,2023-02-28 08:30:00,37.0,19.0,37.0,18.0,272.0,11.0,21.0,a_Good,1
TN_Good_2023-02-20-16.30-2-146.jpg,Tamil Nadu,2023-02-20 16:30:00,43.0,22.0,40.0,33.0,226.0,33.0,6.0,a_Good,1
1712274180005.jpg,,,,,,,,,,b_Moderate,3
TN_Good_2023-02-20-16.30-1-81.jpg,Tamil Nadu,2023-02-20 16:30:00,43.0,22.0,40.0,33.0,226.0,33.0,6.0,a_Good,1
BIR_UNH_VF_2023-02-02- 1700-3-76.jpg,"Biratnagar, Nepal",2023-02-02 17:00:00,156.0,67.06,95.93,52.38,0.52,3.35,6.49,d_Unhealthy,1
TN_Good_2023-02-20-16.30-2-91.jpg,Tamil Nadu,2023-02-20 16:30:00,43.0,22.0,40.0,33.0,226.0,33.0,6.0,a_Good,1
TN_Good_2023-03-21-08.30-2-17.jpg,Tamil Nadu,2023-03-21 08:30:00,27.0,13.0,27.0,24.0,300.0,35.0,8.0,a_Good,1
BIR_UNH_VF_2023-02-02- 15.00-2-78.jpg,"Biratnagar, Nepal",2023-02-02 15:00:00,156.0,63.33,90.8,63.2,0.46,4.05,2.98,d_Unhealthy,1
Copy of IMG_2668.JPG,,,,,,,,,,d_Unhealthy,3
MH_UN_2023-03-13-10.00-1-22.jpg,Mumbai,2023-03-13 10:00:00,197.0,114.0,108.0,,,,64.0,d_Unhealthy,1
MH_Good_2023-03-22-18.00-1-367.jpg,Mumbai,2023-03-22 18:00:00,47.0,21.0,43.0,37.0,4.0,8.0,7.0,a_Good,1
1176.jpg,Uttara,2022-03-26 16:00:00,,143.0,,,,,,c_Unhealthy_for_Sensitive_Groups,2
BENGR_Mod_2023-03-09-08.30-1-96.jpg,Bengaluru,2023-03-09 08:30:00,51.0,26.0,45.0,16.0,248.0,11.0,14.0,b_Moderate,1
DEL_SEV_2023-02-20-14.00-2-91.jpg,"ITO, Delhi",2023-02-20 14:00:00,363.0,257.0,139.0,41.0,65.0,35.0,83.0,f_Severe,1
MH_UnFSG_2023-02-17-13.00-2-2.jpg,Mumbai,2023-02-17 13:00:00,140.0,56.0,113.0,61.0,,,,c_Unhealthy_for_Sensitive_Groups,1
HAR_VUN_2022-10-02-10.00-1-3545.jpg,"New Ind Town, Faridabad",2022-10-02 10:00:00,230.0,185.0,199.0,10.0,52.0,12.0,26.0,e_Very_Unhealthy,1
DEL_VUnH_2023-02-16-14.30-1-172.jpg,"ITO, Delhi",2023-02-16 14:30:00,245.0,337.0,272.0,85.0,60.0,28.0,108.0,e_Very_Unhealthy,1
234.jpg,Rampura,2020-02-09 16:00:00,,76.0,,,,,,b_Moderate,2
1712274145368.jpg,,,,,,,,,,b_Moderate,3
BENGR_Good_2023-02-28-08.30-1-41.jpg,Bengaluru,2023-02-28 08:30:00,37.0,19.0,37.0,18.0,272.0,11.0,21.0,a_Good,1
BENGR_Mod_2023-03-06-08.30-1-516.jpg,Bengaluru,2023-03-06 08:30:00,68.0,36.0,59.0,22.0,171.0,5.0,14.0,b_Moderate,1
