Filename,Location,datetime,AQI,PM2.5,PM10,O3,CO,SO2,NO2,AQI_Class,dataset_id
BRI_Un_2023-02-02- 12.00-10.jpg,"Biratnagar, Nepal",2023-02-02 12:00:00,158.0,70.08,100.82,58.89,0.49,4.4,1.04,d_Unhealthy,1
BRI_Un_2023-02-02- 12.00-1.jpg,"Biratnagar, Nepal",2023-02-02 12:00:00,158.0,70.08,100.82,58.89,0.49,4.4,1.04,d_Unhealthy,1
BIR_UNH_VF_2023-02-02- 12.00-3-9.jpg,"Biratnagar, Nepal",2023-02-02 12:00:00,158.0,70.08,100.82,58.89,0.49,4.4,1.04,d_Unhealthy,1
BIR_UNH_VF_2023-02-02- 12.00-3-8.jpg,"Biratnagar, Nepal",2023-02-02 12:00:00,158.0,70.08,100.82,58.89,0.49,4.4,1.04,d_Unhealthy,1
BIR_UNH_VF_2023-02-02- 12.00-3-77.jpg,"Biratnagar, Nepal",2023-02-02 12:00:00,158.0,70.08,100.82,58.89,0.49,4.4,1.04,d_Unhealthy,1
BIR_UNH_VF_2023-02-02- 12.00-3-76.jpg,"Biratnagar, Nepal",2023-02-02 12:00:00,158.0,70.08,100.82,58.89,0.49,4.4,1.04,d_Unhealthy,1
BIR_UNH_VF_2023-02-02- 12.00-3-75.jpg,"Biratnagar, Nepal",2023-02-02 12:00:00,158.0,70.08,100.82,58.89,0.49,4.4,1.04,d_Unhealthy,1
BIR_UNH_VF_2023-02-02- 12.00-3-74.jpg,"Biratnagar, Nepal",2023-02-02 12:00:00,158.0,70.08,100.82,58.89,0.49,4.4,1.04,d_Unhealthy,1
BIR_UNH_VF_2023-02-02- 12.00-3-73.jpg,"Biratnagar, Nepal",2023-02-02 12:00:00,158.0,70.08,100.82,58.89,0.49,4.4,1.04,d_Unhealthy,1
BIR_UNH_VF_2023-02-02- 12.00-3-72.jpg,"Biratnagar, Nepal",2023-02-02 12:00:00,158.0,70.08,100.82,58.89,0.49,4.4,1.04,d_Unhealthy,1
BIR_UNH_VF_2023-02-02- 12.00-3-71.jpg,"Biratnagar, Nepal",2023-02-02 12:00:00,158.0,70.08,100.82,58.89,0.49,4.4,1.04,d_Unhealthy,1
BIR_UNH_VF_2023-02-02- 12.00-3-70.jpg,"Biratnagar, Nepal",2023-02-02 12:00:00,158.0,70.08,100.82,58.89,0.49,4.4,1.04,d_Unhealthy,1
BIR_UNH_VF_2023-02-02- 12.00-3-7.jpg,"Biratnagar, Nepal",2023-02-02 12:00:00,158.0,70.08,100.82,58.89,0.49,4.4,1.04,d_Unhealthy,1
BIR_UNH_VF_2023-02-02- 12.00-3-69.jpg,"Biratnagar, Nepal",2023-02-02 12:00:00,158.0,70.08,100.82,58.89,0.49,4.4,1.04,d_Unhealthy,1
BIR_UNH_VF_2023-02-02- 12.00-3-68.jpg,"Biratnagar, Nepal",2023-02-02 12:00:00,158.0,70.08,100.82,58.89,0.49,4.4,1.04,d_Unhealthy,1
BIR_UNH_VF_2023-02-02- 12.00-3-67.jpg,"Biratnagar, Nepal",2023-02-02 12:00:00,158.0,70.08,100.82,58.89,0.49,4.4,1.04,d_Unhealthy,1
BIR_UNH_VF_2023-02-02- 12.00-3-66.jpg,"Biratnagar, Nepal",2023-02-02 12:00:00,158.0,70.08,100.82,58.89,0.49,4.4,1.04,d_Unhealthy,1
BIR_UNH_VF_2023-02-02- 12.00-3-65.jpg,"Biratnagar, Nepal",2023-02-02 12:00:00,158.0,70.08,100.82,58.89,0.49,4.4,1.04,d_Unhealthy,1
BIR_UNH_VF_2023-02-02- 12.00-3-64.jpg,"Biratnagar, Nepal",2023-02-02 12:00:00,158.0,70.08,100.82,58.89,0.49,4.4,1.04,d_Unhealthy,1
BIR_UNH_VF_2023-02-02- 12.00-3-63.jpg,"Biratnagar, Nepal",2023-02-02 12:00:00,158.0,70.08,100.82,58.89,0.49,4.4,1.04,d_Unhealthy,1
BIR_UNH_VF_2023-02-02- 12.00-3-62.jpg,"Biratnagar, Nepal",2023-02-02 12:00:00,158.0,70.08,100.82,58.89,0.49,4.4,1.04,d_Unhealthy,1
BIR_UNH_VF_2023-02-02- 12.00-3-61.jpg,"Biratnagar, Nepal",2023-02-02 12:00:00,158.0,70.08,100.82,58.89,0.49,4.4,1.04,d_Unhealthy,1
BIR_UNH_VF_2023-02-02- 12.00-3-60.jpg,"Biratnagar, Nepal",2023-02-02 12:00:00,158.0,70.08,100.82,58.89,0.49,4.4,1.04,d_Unhealthy,1
BIR_UNH_VF_2023-02-02- 12.00-3-6.jpg,"Biratnagar, Nepal",2023-02-02 12:00:00,158.0,70.08,100.82,58.89,0.49,4.4,1.04,d_Unhealthy,1
BIR_UNH_VF_2023-02-02- 12.00-3-59.jpg,"Biratnagar, Nepal",2023-02-02 12:00:00,158.0,70.08,100.82,58.89,0.49,4.4,1.04,d_Unhealthy,1
BIR_UNH_VF_2023-02-02- 12.00-3-58.jpg,"Biratnagar, Nepal",2023-02-02 12:00:00,158.0,70.08,100.82,58.89,0.49,4.4,1.04,d_Unhealthy,1
BIR_UNH_VF_2023-02-02- 12.00-3-57.jpg,"Biratnagar, Nepal",2023-02-02 12:00:00,158.0,70.08,100.82,58.89,0.49,4.4,1.04,d_Unhealthy,1
BIR_UNH_VF_2023-02-02- 12.00-3-56.jpg,"Biratnagar, Nepal",2023-02-02 12:00:00,158.0,70.08,100.82,58.89,0.49,4.4,1.04,d_Unhealthy,1
BIR_UNH_VF_2023-02-02- 12.00-3-55.jpg,"Biratnagar, Nepal",2023-02-02 12:00:00,158.0,70.08,100.82,58.89,0.49,4.4,1.04,d_Unhealthy,1
BIR_UNH_VF_2023-02-02- 12.00-3-54.jpg,"Biratnagar, Nepal",2023-02-02 12:00:00,158.0,70.08,100.82,58.89,0.49,4.4,1.04,d_Unhealthy,1
BIR_UNH_VF_2023-02-02- 12.00-3-53.jpg,"Biratnagar, Nepal",2023-02-02 12:00:00,158.0,70.08,100.82,58.89,0.49,4.4,1.04,d_Unhealthy,1
BIR_UNH_VF_2023-02-02- 12.00-3-52.jpg,"Biratnagar, Nepal",2023-02-02 12:00:00,158.0,70.08,100.82,58.89,0.49,4.4,1.04,d_Unhealthy,1
BIR_UNH_VF_2023-02-02- 12.00-3-51.jpg,"Biratnagar, Nepal",2023-02-02 12:00:00,158.0,70.08,100.82,58.89,0.49,4.4,1.04,d_Unhealthy,1
BIR_UNH_VF_2023-02-02- 12.00-3-50.jpg,"Biratnagar, Nepal",2023-02-02 12:00:00,158.0,70.08,100.82,58.89,0.49,4.4,1.04,d_Unhealthy,1
BIR_UNH_VF_2023-02-02- 12.00-3-5.jpg,"Biratnagar, Nepal",2023-02-02 12:00:00,158.0,70.08,100.82,58.89,0.49,4.4,1.04,d_Unhealthy,1
BIR_UNH_VF_2023-02-02- 12.00-3-49.jpg,"Biratnagar, Nepal",2023-02-02 12:00:00,158.0,70.08,100.82,58.89,0.49,4.4,1.04,d_Unhealthy,1
BIR_UNH_VF_2023-02-02- 12.00-3-48.jpg,"Biratnagar, Nepal",2023-02-02 12:00:00,158.0,70.08,100.82,58.89,0.49,4.4,1.04,d_Unhealthy,1
BIR_UNH_VF_2023-02-02- 12.00-3-47.jpg,"Biratnagar, Nepal",2023-02-02 12:00:00,158.0,70.08,100.82,58.89,0.49,4.4,1.04,d_Unhealthy,1
BIR_UNH_VF_2023-02-02- 12.00-3-46.jpg,"Biratnagar, Nepal",2023-02-02 12:00:00,158.0,70.08,100.82,58.89,0.49,4.4,1.04,d_Unhealthy,1
BIR_UNH_VF_2023-02-02- 12.00-3-45.jpg,"Biratnagar, Nepal",2023-02-02 12:00:00,158.0,70.08,100.82,58.89,0.49,4.4,1.04,d_Unhealthy,1
BIR_UNH_VF_2023-02-02- 12.00-3-44.jpg,"Biratnagar, Nepal",2023-02-02 12:00:00,158.0,70.08,100.82,58.89,0.49,4.4,1.04,d_Unhealthy,1
BIR_UNH_VF_2023-02-02- 12.00-3-43.jpg,"Biratnagar, Nepal",2023-02-02 12:00:00,158.0,70.08,100.82,58.89,0.49,4.4,1.04,d_Unhealthy,1
BIR_UNH_VF_2023-02-02- 12.00-3-42.jpg,"Biratnagar, Nepal",2023-02-02 12:00:00,158.0,70.08,100.82,58.89,0.49,4.4,1.04,d_Unhealthy,1
BIR_UNH_VF_2023-02-02- 12.00-3-41.jpg,"Biratnagar, Nepal",2023-02-02 12:00:00,158.0,70.08,100.82,58.89,0.49,4.4,1.04,d_Unhealthy,1
BIR_UNH_VF_2023-02-02- 12.00-3-40.jpg,"Biratnagar, Nepal",2023-02-02 12:00:00,158.0,70.08,100.82,58.89,0.49,4.4,1.04,d_Unhealthy,1
BIR_UNH_VF_2023-02-02- 12.00-3-4.jpg,"Biratnagar, Nepal",2023-02-02 12:00:00,158.0,70.08,100.82,58.89,0.49,4.4,1.04,d_Unhealthy,1
BIR_UNH_VF_2023-02-02- 12.00-3-39.jpg,"Biratnagar, Nepal",2023-02-02 12:00:00,158.0,70.08,100.82,58.89,0.49,4.4,1.04,d_Unhealthy,1
BIR_UNH_VF_2023-02-02- 12.00-3-38.jpg,"Biratnagar, Nepal",2023-02-02 12:00:00,158.0,70.08,100.82,58.89,0.49,4.4,1.04,d_Unhealthy,1
BIR_UNH_VF_2023-02-02- 12.00-3-37.jpg,"Biratnagar, Nepal",2023-02-02 12:00:00,158.0,70.08,100.82,58.89,0.49,4.4,1.04,d_Unhealthy,1
BIR_UNH_VF_2023-02-02- 12.00-3-36.jpg,"Biratnagar, Nepal",2023-02-02 12:00:00,158.0,70.08,100.82,58.89,0.49,4.4,1.04,d_Unhealthy,1
BIR_UNH_VF_2023-02-02- 12.00-3-35.jpg,"Biratnagar, Nepal",2023-02-02 12:00:00,158.0,70.08,100.82,58.89,0.49,4.4,1.04,d_Unhealthy,1
BIR_UNH_VF_2023-02-02- 12.00-3-34.jpg,"Biratnagar, Nepal",2023-02-02 12:00:00,158.0,70.08,100.82,58.89,0.49,4.4,1.04,d_Unhealthy,1
BIR_UNH_VF_2023-02-02- 12.00-3-33.jpg,"Biratnagar, Nepal",2023-02-02 12:00:00,158.0,70.08,100.82,58.89,0.49,4.4,1.04,d_Unhealthy,1
BIR_UNH_VF_2023-02-02- 12.00-3-32.jpg,"Biratnagar, Nepal",2023-02-02 12:00:00,158.0,70.08,100.82,58.89,0.49,4.4,1.04,d_Unhealthy,1
BIR_UNH_VF_2023-02-02- 12.00-3-31.jpg,"Biratnagar, Nepal",2023-02-02 12:00:00,158.0,70.08,100.82,58.89,0.49,4.4,1.04,d_Unhealthy,1
BIR_UNH_VF_2023-02-02- 12.00-3-30.jpg,"Biratnagar, Nepal",2023-02-02 12:00:00,158.0,70.08,100.82,58.89,0.49,4.4,1.04,d_Unhealthy,1
BIR_UNH_VF_2023-02-02- 12.00-3-3.jpg,"Biratnagar, Nepal",2023-02-02 12:00:00,158.0,70.08,100.82,58.89,0.49,4.4,1.04,d_Unhealthy,1
BIR_UNH_VF_2023-02-02- 12.00-3-29.jpg,"Biratnagar, Nepal",2023-02-02 12:00:00,158.0,70.08,100.82,58.89,0.49,4.4,1.04,d_Unhealthy,1
BIR_UNH_VF_2023-02-02- 12.00-3-28.jpg,"Biratnagar, Nepal",2023-02-02 12:00:00,158.0,70.08,100.82,58.89,0.49,4.4,1.04,d_Unhealthy,1
BIR_UNH_VF_2023-02-02- 12.00-3-27.jpg,"Biratnagar, Nepal",2023-02-02 12:00:00,158.0,70.08,100.82,58.89,0.49,4.4,1.04,d_Unhealthy,1
BIR_UNH_VF_2023-02-02- 12.00-3-26.jpg,"Biratnagar, Nepal",2023-02-02 12:00:00,158.0,70.08,100.82,58.89,0.49,4.4,1.04,d_Unhealthy,1
BIR_UNH_VF_2023-02-02- 12.00-3-25.jpg,"Biratnagar, Nepal",2023-02-02 12:00:00,158.0,70.08,100.82,58.89,0.49,4.4,1.04,d_Unhealthy,1
BIR_UNH_VF_2023-02-02- 12.00-3-24.jpg,"Biratnagar, Nepal",2023-02-02 12:00:00,158.0,70.08,100.82,58.89,0.49,4.4,1.04,d_Unhealthy,1
BIR_UNH_VF_2023-02-02- 12.00-3-23.jpg,"Biratnagar, Nepal",2023-02-02 12:00:00,158.0,70.08,100.82,58.89,0.49,4.4,1.04,d_Unhealthy,1
BIR_UNH_VF_2023-02-02- 12.00-3-22.jpg,"Biratnagar, Nepal",2023-02-02 12:00:00,158.0,70.08,100.82,58.89,0.49,4.4,1.04,d_Unhealthy,1
BIR_UNH_VF_2023-02-02- 12.00-3-21.jpg,"Biratnagar, Nepal",2023-02-02 12:00:00,158.0,70.08,100.82,58.89,0.49,4.4,1.04,d_Unhealthy,1
BIR_UNH_VF_2023-02-02- 12.00-3-20.jpg,"Biratnagar, Nepal",2023-02-02 12:00:00,158.0,70.08,100.82,58.89,0.49,4.4,1.04,d_Unhealthy,1
BIR_UNH_VF_2023-02-02- 12.00-3-2.jpg,"Biratnagar, Nepal",2023-02-02 12:00:00,158.0,70.08,100.82,58.89,0.49,4.4,1.04,d_Unhealthy,1
BIR_UNH_VF_2023-02-02- 12.00-3-19.jpg,"Biratnagar, Nepal",2023-02-02 12:00:00,158.0,70.08,100.82,58.89,0.49,4.4,1.04,d_Unhealthy,1
BIR_UNH_VF_2023-02-02- 12.00-3-18.jpg,"Biratnagar, Nepal",2023-02-02 12:00:00,158.0,70.08,100.82,58.89,0.49,4.4,1.04,d_Unhealthy,1
BIR_UNH_VF_2023-02-02- 12.00-3-17.jpg,"Biratnagar, Nepal",2023-02-02 12:00:00,158.0,70.08,100.82,58.89,0.49,4.4,1.04,d_Unhealthy,1
BIR_UNH_VF_2023-02-02- 12.00-3-16.jpg,"Biratnagar, Nepal",2023-02-02 12:00:00,158.0,70.08,100.82,58.89,0.49,4.4,1.04,d_Unhealthy,1
BIR_UNH_VF_2023-02-02- 12.00-3-15.jpg,"Biratnagar, Nepal",2023-02-02 12:00:00,158.0,70.08,100.82,58.89,0.49,4.4,1.04,d_Unhealthy,1
BIR_UNH_VF_2023-02-02- 12.00-3-14.jpg,"Biratnagar, Nepal",2023-02-02 12:00:00,158.0,70.08,100.82,58.89,0.49,4.4,1.04,d_Unhealthy,1
BIR_UNH_VF_2023-02-02- 12.00-3-13.jpg,"Biratnagar, Nepal",2023-02-02 12:00:00,158.0,70.08,100.82,58.89,0.49,4.4,1.04,d_Unhealthy,1
BIR_UNH_VF_2023-02-02- 12.00-3-12.jpg,"Biratnagar, Nepal",2023-02-02 12:00:00,158.0,70.08,100.82,58.89,0.49,4.4,1.04,d_Unhealthy,1
BIR_UNH_VF_2023-02-02- 12.00-3-11.jpg,"Biratnagar, Nepal",2023-02-02 12:00:00,158.0,70.08,100.82,58.89,0.49,4.4,1.04,d_Unhealthy,1
BIR_UNH_VF_2023-02-02- 12.00-3-10.jpg,"Biratnagar, Nepal",2023-02-02 12:00:00,158.0,70.08,100.82,58.89,0.49,4.4,1.04,d_Unhealthy,1
BIR_UNH_VF_2023-02-02- 12.00-3-1.jpg,"Biratnagar, Nepal",2023-02-02 12:00:00,158.0,70.08,100.82,58.89,0.49,4.4,1.04,d_Unhealthy,1
BIR_UNH_VF_2023-02-02- 12.00-2-97.jpg,"Biratnagar, Nepal",2023-02-02 12:00:00,158.0,70.08,100.82,58.89,0.49,4.4,1.04,d_Unhealthy,1
BIR_UNH_VF_2023-02-02- 12.00-2-96.jpg,"Biratnagar, Nepal",2023-02-02 12:00:00,158.0,70.08,100.82,58.89,0.49,4.4,1.04,d_Unhealthy,1
BIR_UNH_VF_2023-02-02- 12.00-2-95.jpg,"Biratnagar, Nepal",2023-02-02 12:00:00,158.0,70.08,100.82,58.89,0.49,4.4,1.04,d_Unhealthy,1
BIR_UNH_VF_2023-02-02- 12.00-2-94.jpg,"Biratnagar, Nepal",2023-02-02 12:00:00,158.0,70.08,100.82,58.89,0.49,4.4,1.04,d_Unhealthy,1
BIR_UNH_VF_2023-02-02- 12.00-2-93.jpg,"Biratnagar, Nepal",2023-02-02 12:00:00,158.0,70.08,100.82,58.89,0.49,4.4,1.04,d_Unhealthy,1
BIR_UNH_VF_2023-02-02- 12.00-2-92.jpg,"Biratnagar, Nepal",2023-02-02 12:00:00,158.0,70.08,100.82,58.89,0.49,4.4,1.04,d_Unhealthy,1
BIR_UNH_VF_2023-02-02- 12.00-2-91.jpg,"Biratnagar, Nepal",2023-02-02 12:00:00,158.0,70.08,100.82,58.89,0.49,4.4,1.04,d_Unhealthy,1
BIR_UNH_VF_2023-02-02- 12.00-2-90.jpg,"Biratnagar, Nepal",2023-02-02 12:00:00,158.0,70.08,100.82,58.89,0.49,4.4,1.04,d_Unhealthy,1
BIR_UNH_VF_2023-02-02- 12.00-2-9.jpg,"Biratnagar, Nepal",2023-02-02 12:00:00,158.0,70.08,100.82,58.89,0.49,4.4,1.04,d_Unhealthy,1
BIR_UNH_VF_2023-02-02- 12.00-2-89.jpg,"Biratnagar, Nepal",2023-02-02 12:00:00,158.0,70.08,100.82,58.89,0.49,4.4,1.04,d_Unhealthy,1
BIR_UNH_VF_2023-02-02- 12.00-2-88.jpg,"Biratnagar, Nepal",2023-02-02 12:00:00,158.0,70.08,100.82,58.89,0.49,4.4,1.04,d_Unhealthy,1
BIR_UNH_VF_2023-02-02- 12.00-2-87.jpg,"Biratnagar, Nepal",2023-02-02 12:00:00,158.0,70.08,100.82,58.89,0.49,4.4,1.04,d_Unhealthy,1
BIR_UNH_VF_2023-02-02- 12.00-2-86.jpg,"Biratnagar, Nepal",2023-02-02 12:00:00,158.0,70.08,100.82,58.89,0.49,4.4,1.04,d_Unhealthy,1
BIR_UNH_VF_2023-02-02- 12.00-2-85.jpg,"Biratnagar, Nepal",2023-02-02 12:00:00,158.0,70.08,100.82,58.89,0.49,4.4,1.04,d_Unhealthy,1
BIR_UNH_VF_2023-02-02- 12.00-2-84.jpg,"Biratnagar, Nepal",2023-02-02 12:00:00,158.0,70.08,100.82,58.89,0.49,4.4,1.04,d_Unhealthy,1
BIR_UNH_VF_2023-02-02- 12.00-2-83.jpg,"Biratnagar, Nepal",2023-02-02 12:00:00,158.0,70.08,100.82,58.89,0.49,4.4,1.04,d_Unhealthy,1
BIR_UNH_VF_2023-02-02- 12.00-2-82.jpg,"Biratnagar, Nepal",2023-02-02 12:00:00,158.0,70.08,100.82,58.89,0.49,4.4,1.04,d_Unhealthy,1
BIR_UNH_VF_2023-02-02- 12.00-2-81.jpg,"Biratnagar, Nepal",2023-02-02 12:00:00,158.0,70.08,100.82,58.89,0.49,4.4,1.04,d_Unhealthy,1
BIR_UNH_VF_2023-02-02- 12.00-2-80.jpg,"Biratnagar, Nepal",2023-02-02 12:00:00,158.0,70.08,100.82,58.89,0.49,4.4,1.04,d_Unhealthy,1
BIR_UNH_VF_2023-02-02- 12.00-2-8.jpg,"Biratnagar, Nepal",2023-02-02 12:00:00,158.0,70.08,100.82,58.89,0.49,4.4,1.04,d_Unhealthy,1
BIR_UNH_VF_2023-02-02- 12.00-2-79.jpg,"Biratnagar, Nepal",2023-02-02 12:00:00,158.0,70.08,100.82,58.89,0.49,4.4,1.04,d_Unhealthy,1
BIR_UNH_VF_2023-02-02- 12.00-2-78.jpg,"Biratnagar, Nepal",2023-02-02 12:00:00,158.0,70.08,100.82,58.89,0.49,4.4,1.04,d_Unhealthy,1
BIR_UNH_VF_2023-02-02- 12.00-2-77.jpg,"Biratnagar, Nepal",2023-02-02 12:00:00,158.0,70.08,100.82,58.89,0.49,4.4,1.04,d_Unhealthy,1
BIR_UNH_VF_2023-02-02- 12.00-2-76.jpg,"Biratnagar, Nepal",2023-02-02 12:00:00,158.0,70.08,100.82,58.89,0.49,4.4,1.04,d_Unhealthy,1
BIR_UNH_VF_2023-02-02- 12.00-2-75.jpg,"Biratnagar, Nepal",2023-02-02 12:00:00,158.0,70.08,100.82,58.89,0.49,4.4,1.04,d_Unhealthy,1
BIR_UNH_VF_2023-02-02- 12.00-2-74.jpg,"Biratnagar, Nepal",2023-02-02 12:00:00,158.0,70.08,100.82,58.89,0.49,4.4,1.04,d_Unhealthy,1
BIR_UNH_VF_2023-02-02- 12.00-2-73.jpg,"Biratnagar, Nepal",2023-02-02 12:00:00,158.0,70.08,100.82,58.89,0.49,4.4,1.04,d_Unhealthy,1
BIR_UNH_VF_2023-02-02- 12.00-2-72.jpg,"Biratnagar, Nepal",2023-02-02 12:00:00,158.0,70.08,100.82,58.89,0.49,4.4,1.04,d_Unhealthy,1
BIR_UNH_VF_2023-02-02- 12.00-2-71.jpg,"Biratnagar, Nepal",2023-02-02 12:00:00,158.0,70.08,100.82,58.89,0.49,4.4,1.04,d_Unhealthy,1
BIR_UNH_VF_2023-02-02- 12.00-2-70.jpg,"Biratnagar, Nepal",2023-02-02 12:00:00,158.0,70.08,100.82,58.89,0.49,4.4,1.04,d_Unhealthy,1
BIR_UNH_VF_2023-02-02- 12.00-2-7.jpg,"Biratnagar, Nepal",2023-02-02 12:00:00,158.0,70.08,100.82,58.89,0.49,4.4,1.04,d_Unhealthy,1
BIR_UNH_VF_2023-02-02- 12.00-2-69.jpg,"Biratnagar, Nepal",2023-02-02 12:00:00,158.0,70.08,100.82,58.89,0.49,4.4,1.04,d_Unhealthy,1
BIR_UNH_VF_2023-02-02- 12.00-2-68.jpg,"Biratnagar, Nepal",2023-02-02 12:00:00,158.0,70.08,100.82,58.89,0.49,4.4,1.04,d_Unhealthy,1
BIR_UNH_VF_2023-02-02- 12.00-2-67.jpg,"Biratnagar, Nepal",2023-02-02 12:00:00,158.0,70.08,100.82,58.89,0.49,4.4,1.04,d_Unhealthy,1
BIR_UNH_VF_2023-02-02- 12.00-2-66.jpg,"Biratnagar, Nepal",2023-02-02 12:00:00,158.0,70.08,100.82,58.89,0.49,4.4,1.04,d_Unhealthy,1
BIR_UNH_VF_2023-02-02- 12.00-2-65.jpg,"Biratnagar, Nepal",2023-02-02 12:00:00,158.0,70.08,100.82,58.89,0.49,4.4,1.04,d_Unhealthy,1
BIR_UNH_VF_2023-02-02- 12.00-2-64.jpg,"Biratnagar, Nepal",2023-02-02 12:00:00,158.0,70.08,100.82,58.89,0.49,4.4,1.04,d_Unhealthy,1
BIR_UNH_VF_2023-02-02- 12.00-2-63.jpg,"Biratnagar, Nepal",2023-02-02 12:00:00,158.0,70.08,100.82,58.89,0.49,4.4,1.04,d_Unhealthy,1
BIR_UNH_VF_2023-02-02- 12.00-2-62.jpg,"Biratnagar, Nepal",2023-02-02 12:00:00,158.0,70.08,100.82,58.89,0.49,4.4,1.04,d_Unhealthy,1
BIR_UNH_VF_2023-02-02- 12.00-2-61.jpg,"Biratnagar, Nepal",2023-02-02 12:00:00,158.0,70.08,100.82,58.89,0.49,4.4,1.04,d_Unhealthy,1
BIR_UNH_VF_2023-02-02- 12.00-2-60.jpg,"Biratnagar, Nepal",2023-02-02 12:00:00,158.0,70.08,100.82,58.89,0.49,4.4,1.04,d_Unhealthy,1
BIR_UNH_VF_2023-02-02- 12.00-2-6.jpg,"Biratnagar, Nepal",2023-02-02 12:00:00,158.0,70.08,100.82,58.89,0.49,4.4,1.04,d_Unhealthy,1
BIR_UNH_VF_2023-02-02- 12.00-2-59.jpg,"Biratnagar, Nepal",2023-02-02 12:00:00,158.0,70.08,100.82,58.89,0.49,4.4,1.04,d_Unhealthy,1
BIR_UNH_VF_2023-02-02- 12.00-2-58.jpg,"Biratnagar, Nepal",2023-02-02 12:00:00,158.0,70.08,100.82,58.89,0.49,4.4,1.04,d_Unhealthy,1
BIR_UNH_VF_2023-02-02- 12.00-2-57.jpg,"Biratnagar, Nepal",2023-02-02 12:00:00,158.0,70.08,100.82,58.89,0.49,4.4,1.04,d_Unhealthy,1
BIR_UNH_VF_2023-02-02- 12.00-2-56.jpg,"Biratnagar, Nepal",2023-02-02 12:00:00,158.0,70.08,100.82,58.89,0.49,4.4,1.04,d_Unhealthy,1
BIR_UNH_VF_2023-02-02- 12.00-2-55.jpg,"Biratnagar, Nepal",2023-02-02 12:00:00,158.0,70.08,100.82,58.89,0.49,4.4,1.04,d_Unhealthy,1
BIR_UNH_VF_2023-02-02- 12.00-2-54.jpg,"Biratnagar, Nepal",2023-02-02 12:00:00,158.0,70.08,100.82,58.89,0.49,4.4,1.04,d_Unhealthy,1
BIR_UNH_VF_2023-02-02- 12.00-2-53.jpg,"Biratnagar, Nepal",2023-02-02 12:00:00,158.0,70.08,100.82,58.89,0.49,4.4,1.04,d_Unhealthy,1
BIR_UNH_VF_2023-02-02- 12.00-2-52.jpg,"Biratnagar, Nepal",2023-02-02 12:00:00,158.0,70.08,100.82,58.89,0.49,4.4,1.04,d_Unhealthy,1
